rank,name,csv_h_index,openalex_h_index,h_index_status,csv_dept,rush_directory_dept,dept_status,directory_match_type,directory_match_score,rush_directory_name,rush_directory_title,rush_directory_college,evidence_url,openalex_id
97,Dirk Gillespie,43,43,match,Physiology & Biophysics,Physiology & Biophysics,match,exact_name,1.000,"Dirk Gillespie, PhD",The John H. and Margaret V. Krehbiel Professor of Cardiology,Rush Medical College,https://www.rushu.rush.edu/faculty/dirk-gillespie-phd,https://openalex.org/A5080523470
98,Richard G. Trohman,43,43,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Richard G. Trohman, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/richard-g-trohman-md,https://openalex.org/A5040729592
99,Michael Fill,42,42,match,Physiology & Biophysics,Physiology & Biophysics,match,exact_name,1.000,"Michael Fill, PhD",The Francis N. and Catherine O. Bard Professor of Physiology,Rush Medical College,https://www.rushu.rush.edu/faculty/michael-fill-phd,https://openalex.org/A5049514956
100,David X. Marquez,42,42,match,College of Nursing,College of Nursing,match,exact_name,1.000,"David X. Marquez, PhD",Visiting Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/david-x-marquez-phd,https://openalex.org/A5025604770
101,Kerstin Stenson,42,42,match,Otorhinolaryngology - Head & Neck Surgery,Otorhinolaryngology - Head & Neck Surgery,match,exact_name,1.000,"Kerstin Stenson, MD, FACS",The Carole B. and Gordon I. Segal Professor of Women’s Cancer Issues,Rush Medical College,https://www.rushu.rush.edu/faculty/kerstin-stenson-md-facs,https://openalex.org/A5073342619
102,Jingyun Yang,42,42,match,Neurological Sciences,Neurological Sciences,match,exact_name,1.000,"Jingyun Yang, PhD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/jingyun-yang-phd,https://openalex.org/A5067594179
103,Lena Al-Harthi,42,42,match,Microbial Pathogens & Immunity,Microbial Pathogens & Immunity,match,exact_name,1.000,"Lena Al-Harthi, PhD","The Thomas J. Coogan Sr., MD, Chair of Immunology",Rush Medical College,https://www.rushu.rush.edu/faculty/lena-al-harthi-phd,https://openalex.org/A5027852097
104,Audrey French,41,41,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Audrey French, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/audrey-french-md,https://openalex.org/A5067117619
105,Malabendu Jana,41,41,match,Neurological Sciences,Neurological Sciences,match,exact_name,1.000,"Malabendu Jana, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/malabendu-jana-phd,https://openalex.org/A5112402008
106,Donald M. Jensen,41,41,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Donald M. Jensen, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/donald-m-jensen-md,https://openalex.org/A5114910019
107,Michael Marshall,41,41,match,Pathology,Pathology,match,exact_name,1.000,"Michael Marshall, MD, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/michael-marshall-md-phd-0,https://openalex.org/A5075308601
108,Rachel E. Miller,41,41,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Rachel E. Miller, PhD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/rachel-e-miller-phd,https://openalex.org/A5045203576
109,Aloka L. Patel,41,41,match,Pediatrics,Pediatrics,match,exact_name,1.000,"Aloka L. Patel, MD",The Glore Family Professor of Neonatology,Rush Medical College,https://www.rushu.rush.edu/faculty/aloka-l-patel-md,https://openalex.org/A5049779139
110,Kenneth J. Tuman,41,41,match,Anesthesiology,,not_found,not_found,0.857,,,,,https://openalex.org/A5112830668
111,John W. Burns,40,40,match,Psychiatry & Behavioral Sciences,Psychiatry & Behavioral Sciences,match,exact_name,1.000,"John W. Burns, PhD","The Cynthia Oudejans Harris, MD, Professor of Psychiatry",Rush Medical College,https://www.rushu.rush.edu/faculty/john-w-burns-phd,https://openalex.org/A5102741675
112,Graeme Forrest,40,40,match,Internal Medicine,,not_found,not_found,0.848,,,,,https://openalex.org/A5035007857
113,Deborah A. Hall,40,40,match,Neurological Sciences,Neurological Sciences,match,exact_name,1.000,"Deborah A. Hall, MD, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/deborah-hall-md-phd,https://openalex.org/A5101571010
114,Imke Janssen,40,40,match,Family & Preventive Medicine,Family & Preventive Medicine,match,exact_name,1.000,"Imke Janssen, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/imke-janssen-phd,https://openalex.org/A5028736438
115,Meenakshi Jolly,40,40,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Meenakshi Jolly, MD, MS","The George W. Stuppy, MD, Chair of Arthritis",Rush Medical College,https://www.rushu.rush.edu/faculty/meenakshi-jolly-md-ms,https://openalex.org/A5044615953
116,Mario Moric,40,40,match,Anesthesiology,Anesthesiology,match,exact_name,1.000,Mario Moric,Instructor,Rush Medical College,https://www.rushu.rush.edu/faculty/mario-moric,https://openalex.org/A5040279659
117,Ece A. Mutlu,40,40,match,Internal Medicine,,not_found,not_found,0.846,,,,,https://openalex.org/A5103843500
118,T. Celeste Napier,40,40,match,Psychiatry & Behavioral Sciences,Psychiatry & Behavioral Sciences,match,exact_name,1.000,"T. Celeste Napier, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/t-celeste-napier-phd,https://openalex.org/A5060334059
119,Atsushi Sakuraba,40,40,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Atsushi Sakuraba, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/atsushi-sakuraba-md,https://openalex.org/A5063018115
120,Annabelle S. Volgman,40,40,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Annabelle S. Volgman, MD","The Madeleine and James M. McMullan-Carl E. Eybel, MD, Chair of Excellence in Clinical Cardiology",Rush Medical College,https://www.rushu.rush.edu/faculty/annabelle-s-volgman-md,https://openalex.org/A5085139358
121,Ken Wang,40,40,match,Emergency Medicine,,not_found,not_found,0.800,,,,,https://openalex.org/A5041332430
122,Ana W. Capuano,39,39,match,Neurological Sciences,,not_found,not_found,0.867,,,,,https://openalex.org/A5014401788
123,Michael Chen,39,39,match,Neurological Surgery,Neurological Surgery,match,exact_name,1.000,"Michael Chen, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/michael-chen-md,https://openalex.org/A5100705949
124,Vladimir Cherny,39,39,match,Physiology & Biophysics,Physiology & Biophysics,match,exact_name,1.000,"Vladimir Cherny, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/vladimir-cherny-phd,https://openalex.org/A5110844253
125,Paolo Gattuso,39,39,match,Pathology,Pathology,match,exact_name,1.000,"Paolo Gattuso, MD",The Otho S. A. Sprague Professor of Pathology,Rush Medical College,https://www.rushu.rush.edu/faculty/paolo-gattuso-md,https://openalex.org/A5030261063
126,Walter J. McCarthy,39,39,match,Cardiovascular & Thoracic Surgery,Cardiovascular & Thoracic Surgery,match,exact_name,1.000,"Walter J. McCarthy, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/walter-j-mccarthy-md,https://openalex.org/A5064323710
127,Jean M. Silvestri,39,39,match,Pediatrics,Pediatrics,match,exact_name,1.000,"Jean M. Silvestri, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/jean-m-silvestri-md,https://openalex.org/A5008016625
128,Amina Ahmed,38,38,match,Obstetrics & Gynecology,Obstetrics & Gynecology,match,exact_name,1.000,"Amina Ahmed, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/amina-ahmed-md,https://openalex.org/A5101740480
129,Fredric Cohen,38,38,match,Physiology & Biophysics,Physiology & Biophysics,match,exact_name,1.000,"Fredric Cohen, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/fredric-cohen-phd,https://openalex.org/A5107833929
130,Alvaro Figueroa,37,37,match,Surgery,,not_found,not_found,0.882,,,,,https://openalex.org/A5042332302
131,Christopher Gaiteri,37,37,match,Neurological Sciences,Neurological Sciences,match,exact_name,1.000,"Christopher Gaiteri, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/christopher-gaiteri-phd,https://openalex.org/A5072516895
132,Vineet Gupta,37,37,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Vineet Gupta, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/vineet-gupta-phd,https://openalex.org/A5005580223
133,Nozomu Inoue,37,37,match,Orthopedic Surgery,Orthopedic Surgery,match,exact_name,1.000,"Nozomu Inoue, MD, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/nozomu-inoue-md-phd,https://openalex.org/A5101589617
134,Supriya D. Mehta,37,37,match,Internal Medicine,,not_found,not_found,0.882,,,,,https://openalex.org/A5030753800
135,Jitesh Pratap,37,37,match,Anatomy & Cell Biology,Anatomy & Cell Biology,match,exact_name,1.000,"Jitesh Pratap, PhD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/jitesh-pratap-phd,https://openalex.org/A5090372545
136,JoEllen Wilbur,37,37,match,College of Nursing,,not_found,not_found,0.737,,,,,https://openalex.org/A5014559447
137,Bradley M. Appelhans,36,36,match,Family & Preventive Medicine,Family & Preventive Medicine,match,exact_name,1.000,"Bradley M. Appelhans, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/bradley-m-appelhans-phd,https://openalex.org/A5014421127
138,Robert L. Barkin,36,36,match,Anesthesiology,,not_found,not_found,0.786,,,,,https://openalex.org/A5110479848
139,Xiu-Ti Hu,36,36,match,Microbial Pathogens & Immunity,Microbial Pathogens & Immunity,match,exact_name,1.000,"Xiu-Ti Hu, MD, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/xiu-ti-hu-md-phd,https://openalex.org/A5102776516
140,Michael Schoeny,36,36,match,College of Nursing,College of Nursing,match,exact_name,1.000,"Michael Schoeny, PhD",Associate Professor,College of Nursing,https://www.rushu.rush.edu/faculty/michael-schoeny-phd,https://openalex.org/A5032704527
141,James K. Wyatt,36,36,match,Psychiatry & Behavioral Sciences,Psychiatry & Behavioral Sciences,match,exact_name,1.000,"James K. Wyatt, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/james-k-wyatt-phd,https://openalex.org/A5090817416
142,Kyle Amber,35,35,match,Dermatology,Dermatology,match,exact_name,1.000,"Kyle Amber, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/kyle-amber-md,https://openalex.org/A5051183891
143,Amit Amin,35,35,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Amit Amin, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/amit-amin-md,https://openalex.org/A5112132444
144,Viju T. John,35,35,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Viju T. John, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/viju-t-john-md,https://openalex.org/A5030116655
145,John Martin,35,35,match,Orthopedic Surgery,Orthopedic Surgery,match,exact_name,1.000,"John Martin, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/john-martin-phd,https://openalex.org/A5102001573
146,John R. Meyer,35,35,match,Diagnostic Radiology & Nuclear Medicine,Diagnostic Radiology & Nuclear Medicine,match,exact_name,1.000,"John R. Meyer, DO",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/john-r-meyer-do,https://openalex.org/A5113439289
147,Gordon M. Trenholme,35,35,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Gordon M. Trenholme, MD",Emeritus Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/gordon-m-trenholme-md,https://openalex.org/A5035181444
148,Amarjit Virdi,35,35,match,Anatomy & Cell Biology,Anatomy & Cell Biology,match,exact_name,1.000,"Amarjit Virdi, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/amarjit-virdi-phd,https://openalex.org/A5029538594
149,Andrew Zloza,35,35,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Andrew Zloza, MD, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/andrew-zloza-md-phd,https://openalex.org/A5075350327
150,Edward Barker,34,34,match,Microbial Pathogens & Immunity,Microbial Pathogens & Immunity,match,exact_name,1.000,"Edward Barker, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/edward-barker-phd,https://openalex.org/A5091816254
151,Faraz Bishehsari,34,34,match,Internal Medicine,,not_found,not_found,0.865,,,,,https://openalex.org/A5031237657
152,Stephanie Crowley,34,34,match,Psychiatry & Behavioral Sciences,Psychiatry & Behavioral Sciences,match,exact_name,1.000,"Stephanie Crowley, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/stephanie-crowley-phd,https://openalex.org/A5009836790
153,Steven Gitelis,34,34,match,Orthopedic Surgery,Orthopedic Surgery,match,exact_name,1.000,"Steven Gitelis, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/steven-gitelis-md,https://openalex.org/A5000691014
154,Joel Michael,34,34,match,Physiology & Biophysics,Physiology & Biophysics,match,exact_name,1.000,"Joel Michael, PhD",Professor Emeritus,Rush Medical College,https://www.rushu.rush.edu/faculty/joel-michael-phd,https://openalex.org/A5035710706
155,Mark D. Pool,34,34,match,Pathology,Pathology,match,exact_name,1.000,"Mark D. Pool, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/mark-d-pool-md,https://openalex.org/A5029075855
156,Helen Ross,34,34,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Helen Ross, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/helen-ross-md,https://openalex.org/A5002341560
157,Erik Schadde,34,34,match,Surgery,,not_found,not_found,0.727,,,,,https://openalex.org/A5090407397
158,Gary L. Schaer,34,34,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Gary L. Schaer, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/gary-l-schaer-md,https://openalex.org/A5036850247
159,Beverly E. Sha,34,34,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Beverly E. Sha, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/beverly-e-sha-md,https://openalex.org/A5020407745
160,Anna Spagnoli,34,34,match,Orthopedic Surgery,Orthopedic Surgery,match,exact_name,1.000,"Anna Spagnoli, MD",The John W. and Helen H. Watzek Professor of Biochemistry,Rush Medical College,https://www.rushu.rush.edu/faculty/anna-spagnoli-md,https://openalex.org/A5023673937
161,Antone J. Tatooles,34,34,match,Cardiovascular & Thoracic Surgery,,not_found,not_found,0.850,,,,,https://openalex.org/A5065768461
162,Alfonso Torquati,34,34,match,Surgery,,not_found,not_found,0.865,,,,,https://openalex.org/A5041080189
163,Dian Wang,34,34,match,Radiation Oncology,,not_found,not_found,0.800,,,,,https://openalex.org/A5100695029
164,John E. O'Toole,33,33,match,Neurological Surgery,Neurological Surgery,match,exact_name,1.000,"John E. O'Toole, MD, MS",Chair,Rush Medical College,https://www.rushu.rush.edu/faculty/john-e-otoole-md-ms,https://openalex.org/A5103250498
165,Hanne Albert,33,33,match,Orthopedic Surgery,,not_found,not_found,0.889,,,,,https://openalex.org/A5021730476
166,Xiaoran Liu,33,33,match,Internal Medicine,,not_found,not_found,0.710,,,,,https://openalex.org/A5100733440
167,Roger A. Rodby,33,33,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Roger A. Rodby, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/roger-rodby-md,https://openalex.org/A5067316228
168,Haimanot (Monnie) Wasse,33,33,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Haimanot (Monnie) Wasse, MD, MPH",The Muehrcke Family Professor of Nephrology,Rush Medical College,https://www.rushu.rush.edu/faculty/haimanot-monnie-wasse-md-mph,https://openalex.org/A5048631323
169,Richard J. Wiet,33,33,match,Otorhinolaryngology - Head & Neck Surgery,Otorhinolaryngology - Head & Neck Surgery,match,exact_name,1.000,"Richard J. Wiet, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/richard-j-wiet-md,https://openalex.org/A5018374886
170,Kelly Glazer Baron,32,32,match,Psychiatry & Behavioral Sciences,Psychiatry & Behavioral Sciences,match,exact_name,1.000,"Kelly Glazer Baron, PhD, MPH",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/kelly-glazer-baron-phd-mph,https://openalex.org/A5056353069
171,James W. Bremer,32,32,match,Microbial Pathogens & Immunity,Microbial Pathogens & Immunity,match,exact_name,1.000,"James W. Bremer, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/james-w-bremer-phd,https://openalex.org/A5110544642
172,Rami Doukky,32,32,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Rami Doukky, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/rami-doukky-md,https://openalex.org/A5076951114
173,Jian Huang,32,32,match,Orthopedic Surgery,Orthopedic Surgery,match,exact_name,1.000,"Jian Huang, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/jian-huang-phd,https://openalex.org/A5101532814
174,Shriram M. Jakate,32,32,match,Pathology,Pathology,match,exact_name,1.000,"Shriram M. Jakate, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/shriram-m-jakate-md,https://openalex.org/A5077088911
175,Dan Predescu,32,32,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Dan Predescu, MD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/dan-predescu-md,https://openalex.org/A5113547810
176,Thomas Shannon,32,32,match,Physiology & Biophysics,,not_found,not_found,0.875,,,,,https://openalex.org/A5070247501
177,Jose Farfel,31,31,match,Pathology,Pathology,match,exact_name,1.000,"Jose Farfel, MD, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/jose-farfel-md-phd,https://openalex.org/A5077420267
178,Elizabeth A. McAninch,31,31,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Elizabeth A. McAninch, MD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/elizabeth-mcaninch-md,https://openalex.org/A5034024280
179,Rupal Mehta,31,31,match,Pathology,Pathology,match,exact_name,1.000,"Rupal Mehta, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/rupal-mehta-md,https://openalex.org/A5087397599
180,Jonathan H. Ross,31,31,match,Urology,Urology,match,exact_name,1.000,"Jonathan H. Ross, MD",Professor of Surgery and Pediatrics (PAR),Rush Medical College,https://www.rushu.rush.edu/faculty/jonathan-h-ross-md,https://openalex.org/A5090696812
181,Bobby A. Tajudeen,31,31,match,Otorhinolaryngology - Head & Neck Surgery,Otorhinolaryngology - Head & Neck Surgery,match,exact_name,1.000,"Bobby A. Tajudeen, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/bobby-tajudeen-md,https://openalex.org/A5035496571
182,Srinivas Vourganti,31,31,match,Urology,Urology,match,exact_name,1.000,"Srinivas Vourganti, MD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/srinivas-vourganti-md,https://openalex.org/A5056148509
183,Ahmed Babiker,30,30,match,Internal Medicine,,not_found,not_found,0.743,,,,,https://openalex.org/A5050312610
184,Bryan Bernard,30,30,match,Neurological Sciences,Neurological Sciences,match,exact_name,1.000,"Bryan Bernard, PhD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/bryan-bernard-phd,https://openalex.org/A5007792436
185,Peter Butler,30,30,match,College of Health Sciences,,not_found,not_found,0.828,,,,,https://openalex.org/A5015862721
186,David D. Caldarelli,30,30,match,Otorhinolaryngology - Head & Neck Surgery,Otorhinolaryngology - Head & Neck Surgery,match,exact_name,1.000,"David D. Caldarelli, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/david-d-caldarelli-md,https://openalex.org/A5103543527
187,Edward E. Cherullo,30,30,match,Urology,Urology,match,exact_name,1.000,"Edward E. Cherullo, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/edward-e-cherullo-md,https://openalex.org/A5013112417
188,Lei Duan,30,30,match,Anatomy & Cell Biology,Anatomy & Cell Biology,match,exact_name,1.000,"Lei Duan, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/lei-duan-md,https://openalex.org/A5111505387
189,Carl Maki,30,30,match,Anatomy & Cell Biology,Anatomy & Cell Biology,match,exact_name,1.000,"Carl Maki, PhD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/carl-maki-phd,https://openalex.org/A5074352836
190,Amanda Marzo,30,30,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Amanda Marzo, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/amanda-marzo-phd,https://openalex.org/A5041900263
191,Sohrab Mobarhan,30,30,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Sohrab Mobarhan, MD",Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/sohrab-mobarhan-md,https://openalex.org/A5075533960
192,James N. Moy,30,30,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"James N. Moy, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/james-n-moy-md,https://openalex.org/A5046607428
193,Sunita Nathan,30,30,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Sunita Nathan, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/sunita-nathan-md,https://openalex.org/A5007601060
194,Shahram Oveisgharan,30,30,match,Neurological Sciences,Neurological Sciences,match,exact_name,1.000,"Shahram Oveisgharan, MD",Associate Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/shahram-oveisgharan-md,https://openalex.org/A5007574006
195,Madeleine U. Shalowitz,30,30,match,Psychiatry & Behavioral Sciences,,not_found,not_found,0.913,,,,,https://openalex.org/A5032286432
196,Puja Agarwal,29,29,match,Internal Medicine,Internal Medicine,match,exact_name,1.000,"Puja Agarwal, PhD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/puja-agarwal-phd,https://openalex.org/A5075838514
197,Kenneth M. Boyer,29,29,match,Pediatrics,Pediatrics,match,exact_name,1.000,"Kenneth M. Boyer, MD",Professor Emeritus,Rush Medical College,https://www.rushu.rush.edu/faculty/kenneth-m-boyer-md,https://openalex.org/A5112739314
198,Sean Grimm,29,29,match,Neurological Sciences,Neurological Sciences,match,exact_name,1.000,"Sean Grimm, MD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/sean-grimm-md,https://openalex.org/A5041824343
199,Divya Murthy Gupta,29,29,match,Pediatrics,Pediatrics,match,exact_name,1.000,"Divya Murthy Gupta, MD",Assistant Professor,Rush Medical College,https://www.rushu.rush.edu/faculty/divya-murthy-gupta-md,https://openalex.org/A5003207387
200,Lauren M. Little,29,29,match,College of Health Sciences,,not_found,not_found,0.833,,,,,https://openalex.org/A5084974669
